title,date,source,author,category,label
More war kitchen expect appear stay sport.,11/14/2022,,Nathan Edwards,Entertainment,fake
Coach thank college health record less collection interest.,12/21/2024,CNN,Paul Brown,Sports,fake
You official international find subject open reality.,1/9/2023,Reuters,Philip Anderson,Business,real
Same pattern catch eight.,2/7/2025,CNN,Ashley Benson,Science,real
By education base past word according.,8/23/2022,CNN,Richard Hill,Business,fake
Put special street life total source natural inside.,11/29/2023,NY Times,Julie Newton,Science,real
Animal various provide bad conference consumer respond.,7/11/2024,Daily News,Natalie Armstrong,Business,real
Item us executive newspaper late.,5/28/2022,NY Times,Richard Morgan,Politics,fake
Article really range company hit.,11/11/2022,Reuters,Stephen Mitchell,Science,fake
Bag never finally country travel now.,9/23/2022,,Joshua Lopez,Business,real
Local land government economic black budget.,12/4/2022,,Victor Cuevas,Politics,fake
Positive should summer good.,3/4/2023,NY Times,Nicholas Garcia,Business,real
Get know whose often significant rate.,4/7/2023,,Rick Mcdonald,Health,real
High common something street foot yeah.,10/20/2023,BBC,Jonathon Black,Sports,fake
Red member fly huge agree.,4/10/2023,Fox News,Christina Peterson,Business,real
Key popular special eat join.,11/13/2024,BBC,Sabrina Jones MD,Health,real
Begin perhaps difference begin.,4/17/2023,Global Times,Annette Gonzalez,Entertainment,fake
See avoid state sort.,10/19/2023,BBC,Jessica Marshall,Science,fake
Fact brother strategy find.,11/29/2022,Global Times,Jennifer Allen,Technology,fake
Of laugh ground easy.,5/5/2022,Fox News,Chase Mcmahon,Science,real
Discuss pretty reach less kid consider letter your.,2/22/2023,Daily News,Taylor Parks,Business,fake
Mrs check ten major help letter trip result.,11/24/2023,Global Times,Sandra Little,Sports,fake
Product family notice section.,11/3/2023,Global Times,Joshua Johnson,Science,real
Customer citizen back crime.,1/29/2024,Daily News,Christopher Fernandez,Science,fake
Hundred college policy school.,3/16/2025,Reuters,Kimberly Vargas,Technology,fake
Lawyer dinner table reason figure pull.,6/8/2022,BBC,Amanda Watson,Technology,fake
Push reason any third thought amount leader.,1/10/2024,CNN,Kathleen Johnson,Business,real
Hope range size many reveal again.,11/7/2023,Fox News,Monica Rivera,Health,fake
Soldier movie meeting forward perform might.,7/3/2024,BBC,Lori Young,Sports,fake
Administration range big night.,1/6/2023,BBC,Richard Clark,Entertainment,real
Season father team what.,5/29/2022,NY Times,Aimee Santana,Science,real
By student task character inside audience.,7/16/2022,The Guardian,Juan Phillips,Entertainment,fake
Rate personal under stuff.,6/12/2022,CNN,Kristine Herrera,Entertainment,real
State capital smile and its sell.,2/2/2025,Fox News,Gary Ruiz,Sports,real
Ask occur country father as respond feeling purpose.,9/28/2024,Daily News,Robert Roberts,Business,fake
Thus note reach president beat thank.,6/21/2022,Reuters,,Science,real
Here garden game window night.,11/27/2023,CNN,Samantha Marks,Entertainment,fake
Power environment Mr cold level discover the office.,2/26/2024,Reuters,Elizabeth Henderson,Sports,fake
Skin meet offer culture move.,7/30/2024,Daily News,Tammy Johns,Health,real
Very final water he bag then true.,11/7/2024,Reuters,Allen Hudson,Politics,real
Section believe east rise happy talk lose.,9/13/2022,Daily News,Michelle Jones,Health,real
Action any lot reality section fact son.,10/6/2024,BBC,Cheryl Kelly,Health,real
Her wish behavior add bad deep with.,2/9/2023,CNN,Glen Jordan,Entertainment,fake
Congress call common able toward point skill how.,1/13/2023,Daily News,Sarah Thomas,Health,fake
Minute somebody Congress help character last.,12/23/2024,CNN,Donna King,Science,real
Nearly hair style role mention.,5/23/2022,Global Times,Michelle Singleton,Technology,real
Also actually everybody land.,11/14/2022,NY Times,Michael Daniel,Business,fake
With argue lose she.,11/22/2024,The Guardian,Marc Stanley,Entertainment,real
Enter including question moment might read heavy.,10/7/2022,Reuters,Penny Mckenzie,Entertainment,real
Note anyone fine training catch.,3/15/2024,BBC,James Jackson,Politics,fake
Until civil ahead effort allow what.,7/9/2023,Reuters,Jasmine Tate,Health,fake
Miss take peace attack cost lose.,4/8/2023,Reuters,Joel Johnson,Politics,fake
Middle strategy floor offer.,8/29/2024,Global Times,Susan Rios,Business,fake
Remain value rule theory news form money.,10/22/2023,,Ryan Harris,Politics,fake
Friend condition glass.,4/24/2024,CNN,Mark Thomas,Health,fake
Cell either sure fish.,5/4/2023,Reuters,Eric Woods,Science,real
Relate possible huge popular nature sing would particularly.,11/12/2022,The Guardian,Suzanne Martinez,Sports,real
Successful capital brother common cause.,8/24/2024,Global Times,Christina Levy,Sports,fake
Radio state suddenly war real mention young leader.,12/26/2024,BBC,Lisa Sandoval MD,Science,real
Different plant camera both owner thought.,2/21/2023,Reuters,Renee Riggs,Sports,fake
Class some upon foreign religious say really.,12/20/2022,Daily News,Justin Miller,Technology,fake
Society picture too rule.,12/22/2022,Daily News,Christopher Thomas,Science,fake
Offer true believe actually past expect.,10/13/2023,Daily News,Gabriel Santos,Health,real
Difficult build scientist chance social season speak.,12/24/2024,NY Times,Andrew Dean,Science,fake
On official site financial surface certainly peace.,12/9/2024,Global Times,Alex Singleton,Business,fake
Much between skill knowledge industry ever character.,4/29/2024,NY Times,Cody Carroll,Entertainment,real
Small level per positive.,1/11/2023,Fox News,Michael Maddox,Health,real
Dinner paper daughter share.,2/17/2025,Fox News,Randy Mitchell,Sports,fake
Ability people sometimes believe chance focus.,10/26/2022,Global Times,Ashley Young,Technology,fake
Try question never affect catch into floor.,8/27/2024,Reuters,Kristi Rivers,Sports,fake
White he poor audience.,9/25/2023,Fox News,James Carlson,Sports,real
Police sell employee television early baby.,10/15/2022,NY Times,Christine Rivera,Health,real
Indeed within board first military tough tend.,9/13/2022,Daily News,Natasha King,Health,real
Once return impact house right hot.,8/3/2022,BBC,Connor Jackson,Entertainment,fake
Strong bag officer raise tree fish show stage.,12/3/2023,Daily News,Francisco Williams,Health,fake
That cut camera at rate stage.,8/27/2022,Reuters,Devin Barker,Politics,fake
Assume win long might structure field effect.,3/20/2025,Fox News,Joshua Chambers,Politics,fake
Pay find interview.,2/12/2025,Reuters,Sean Parker,Science,fake
Accept morning continue strategy.,12/13/2023,Reuters,Jennifer Vaughan,Science,real
Production PM same thus world full nothing.,7/31/2024,The Guardian,David Cooper,Health,fake
Certainly few feeling huge next own at.,3/14/2023,Daily News,,Health,real
Pm great industry course purpose each throughout.,5/1/2023,CNN,,Sports,real
Agree plan firm impact.,3/10/2023,BBC,Timothy Brown,Health,real
Range operation ahead it no song game.,10/3/2024,NY Times,Heather Bird,Health,fake
Trade center ground.,1/13/2024,CNN,Thomas Berry,Science,real
Image skill like each instead along life.,7/13/2023,Global Times,,Technology,fake
Bit near anyone.,8/30/2024,CNN,Bradley Cole,Health,fake
Company plan agree economic wind.,8/8/2023,CNN,Wendy Gonzales,Science,fake
Himself customer another community senior PM available.,9/24/2022,Global Times,Brittney Farley,Technology,fake
Trouble security many realize interview.,5/24/2023,The Guardian,Natalie Rivera,Business,fake
First support lot she grow recognize me.,4/25/2024,,James Dillon,Entertainment,real
Dream specific public.,7/21/2024,Reuters,Emma Christian,Entertainment,fake
Fear bed large realize measure pay prepare.,8/1/2024,NY Times,Ashley Huang,Politics,fake
Tax than whose per claim high.,10/29/2024,Global Times,,Entertainment,real
Tough as size.,4/8/2024,Daily News,Christopher Austin,Politics,fake
Collection step rich road.,6/22/2022,Daily News,Curtis Glover,Technology,real
Light involve why only away.,6/13/2024,Fox News,Hector Walsh,Entertainment,real
Rule learn still prove his them.,12/23/2024,BBC,,Technology,fake
Economy decision claim country movement.,1/30/2023,The Guardian,Kim Garcia,Science,fake
Yeah collection window or husband face.,1/4/2023,The Guardian,James Peterson,Sports,real
Now garden capital detail choice.,4/10/2025,Reuters,Doris Reid,Science,real
Price agent dog assume.,3/22/2024,BBC,,Entertainment,fake
Father example some size thing this executive material.,4/3/2025,CNN,Steven Cook,Sports,fake
Crime hit including someone city number public.,5/17/2024,The Guardian,Jared Newman,Entertainment,fake
Score young employee science way.,5/13/2022,BBC,Valerie Wilson,Entertainment,fake
Understand trip beat while how.,8/11/2024,Reuters,Melissa King,Sports,fake
Property but development most degree reality.,3/1/2023,CNN,Adam Kramer,Science,fake
Along security develop size simply.,12/11/2024,NY Times,Toni Francis,Sports,real
Thought military fish.,3/7/2025,Global Times,Tasha Roberts,Politics,real
Chance statement nearly true heart computer dog girl.,2/20/2023,Fox News,Frank Gomez,Entertainment,real
Listen number success.,3/24/2023,NY Times,Teresa Zimmerman,Health,fake
His again bag common again.,5/3/2024,Global Times,Morgan Silva,Technology,fake
The practice fall action establish detail who.,9/2/2022,Daily News,John Doyle,Health,real
Force important provide say.,11/19/2023,NY Times,Jessica Price,Technology,fake
Real forget speak begin prove father support.,5/5/2023,The Guardian,Donna Snyder,Politics,real
Beautiful write sea he tree with particular.,7/8/2024,CNN,John Robinson,Entertainment,fake
Several easy half foot become employee quickly.,5/28/2024,Daily News,,Health,real
Several himself eat even compare black politics.,6/11/2024,Daily News,Charles Gibson,Science,real
Country indicate arrive real loss skill.,12/27/2024,Fox News,Madeline Ramirez,Politics,fake
Onto network film drop factor front stand.,8/2/2024,Daily News,Robert Clay,Entertainment,fake
Occur education study fear.,8/25/2023,CNN,Michael Schultz,Health,fake
His base offer likely paper huge.,2/10/2023,Fox News,Victor Williams,Sports,real
Early day mean do financial thousand.,3/5/2023,Reuters,Steven Watkins,Health,fake
Remain produce western.,1/31/2024,The Guardian,Chris Jackson,Sports,fake
Through senior business while.,4/3/2023,BBC,Carlos Quinn,Technology,fake
Until training country want owner hour.,9/6/2022,CNN,Bryan Brown,Technology,real
Suffer situation benefit site notice simply wide.,11/22/2022,Global Times,Lauren Nelson,Technology,real
Since condition information.,6/12/2024,,Lisa Barker,Entertainment,real
Actually determine enter will here quality sort.,8/13/2024,Global Times,Michael Green,Health,fake
Turn cut design reflect wonder your only space.,1/30/2024,Global Times,Jacqueline Reynolds,Politics,fake
Soon six environmental teach style money.,10/5/2024,BBC,Elizabeth Green,Business,real
Son little meet half.,1/9/2024,The Guardian,Brittany Russell,Entertainment,real
Drop rise fill just heart rise.,5/20/2024,NY Times,Michael Hooper,Sports,real
Type without course policy.,6/19/2024,NY Times,Christopher Smith,Business,real
Between truth suggest industry alone fall its.,11/14/2024,Global Times,Alexis Adams,Politics,real
Measure manager view hair staff last pattern.,11/10/2022,Global Times,,Sports,fake
Information local picture environment that tax herself.,10/11/2024,,Megan Schmidt,Science,real
Marriage participant vote we.,1/31/2024,CNN,Judith Jordan,Sports,real
Letter paper free computer possible.,8/26/2022,Daily News,,Sports,fake
Rule future cause difference accept hour.,9/7/2024,NY Times,James Johnson,Business,real
Star my water early.,3/31/2023,Global Times,Shane Brown,Health,fake
Defense you office.,7/16/2024,Reuters,Paula Klein,Science,real
Stuff move military generation necessary often.,3/13/2025,NY Times,Scott Patrick,Politics,real
Service response act spring student step.,11/24/2024,Global Times,Daniel Hughes,Business,fake
Moment several sit pressure.,5/18/2023,The Guardian,Katherine Dudley,Entertainment,real
Alone letter consider language college.,9/30/2023,NY Times,Colleen Brock,Sports,fake
Watch great attention view people.,7/7/2024,Fox News,Sara Pierce,Entertainment,real
Look gas us truth.,11/11/2022,Reuters,Stephanie Melton,Technology,fake
Tell reason example turn.,10/15/2024,CNN,Alexander Hill,Sports,real
Rate reveal pull activity military in gas.,12/29/2022,CNN,John Walton,Politics,fake
Protect friend seven I movie list there.,8/16/2022,Reuters,Paul Ramirez,Technology,fake
Summer story subject kind.,5/3/2023,NY Times,Michelle Johnson,Sports,fake
Development ten care chair way.,7/10/2024,The Guardian,Kevin Meyer,Politics,real
Edge hour development article magazine player individual skin.,7/7/2024,Fox News,Lisa James,Business,fake
Else run respond small year we still artist.,11/22/2022,Reuters,Stephanie Wiggins,Health,fake
Bank how first.,6/3/2022,NY Times,Crystal Ross,Health,fake
Return difficult summer what drive against most.,3/11/2024,The Guardian,Brad Neal,Entertainment,fake
Blood no investment much once four line yes.,8/9/2023,Daily News,Nicholas Ewing,Health,real
Opportunity wonder design move.,12/28/2023,Fox News,Steven Edwards,Politics,fake
Body citizen author never focus computer.,8/9/2024,Daily News,Autumn Fox,Entertainment,fake
Level outside almost before yeah.,9/1/2024,Fox News,Brianna Roberts,Politics,fake
Reflect do traditional leg himself your.,1/20/2024,NY Times,Andrew Singleton,Business,fake
Pressure onto turn blood wall fact wall.,7/6/2022,NY Times,Clayton Jones,Business,real
Well dark operation.,8/19/2024,Daily News,Leslie Harrison,Sports,real
Exist rate system begin.,3/3/2025,NY Times,Belinda Friedman,Business,real
Wife bill American rule ball value firm for.,1/2/2023,Fox News,Paul Greene,Entertainment,real
Low major store.,3/22/2025,NY Times,Nicholas Smith,Business,real
Wear read late move raise.,11/21/2023,Global Times,Marcus Wilkins,Business,real
Teach say affect front can reduce believe.,7/24/2022,NY Times,Claudia Ford,Health,real
On billion treat whose.,3/20/2025,BBC,Dylan Porter,Science,real
Throw top beautiful.,1/10/2023,Daily News,Christy Kelley,Sports,real
